unidade,categoria,ano_mes,faturamento_categoria,percentual_perda,valor_perda,meta_percentual
U005,Congelados,2024-06,190255.67,2.32,4413.93,2.0
U005,Congelados,2024-07,174883.75,1.94,3392.74,2.0
U005,Congelados,2024-08,185786.95,1.73,3214.11,2.0
U005,Congelados,2024-09,194391.41,1.74,3382.41,2.0
U005,Congelados,2024-10,187825.58,1.84,3455.99,2.0
U005,Congelados,2024-11,158776.91,1.84,2921.5,2.0
U005,Congelados,2024-12,156050.87,1.32,2059.87,2.0
U005,Congelados,2025-01,150016.61,1.32,1980.22,2.0
U005,Congelados,2025-02,174379.56,1.19,2075.12,2.0
U005,Congelados,2025-03,169283.02,1.44,2437.68,2.0
U005,Congelados,2025-04,192510.16,1.38,2656.64,2.0
U005,Congelados,2025-05,176472.08,0.98,1729.43,2.0
U005,Congelados,2025-06,151881.4,1.02,1549.19,2.0
U006,Hortifruti,2023-06,158941.39,10.24,16275.6,2.0
U006,Hortifruti,2023-07,178661.12,8.93,15954.44,2.0
U006,Hortifruti,2023-08,180157.11,9.68,17439.21,2.0
U006,Hortifruti,2023-09,168771.95,8.0,13501.76,2.0
U006,Hortifruti,2023-10,195382.38,7.21,14087.07,2.0
U006,Hortifruti,2023-11,157117.12,8.93,14030.56,2.0
U006,Hortifruti,2023-12,158872.91,6.49,10310.85,2.0
U006,Hortifruti,2024-01,192141.66,6.97,13392.27,2.0
U006,Hortifruti,2024-02,188771.21,7.91,14931.8,2.0
U006,Hortifruti,2024-03,186156.34,5.88,10945.99,2.0
U006,Hortifruti,2024-04,178972.46,6.98,12492.28,2.0
U006,Hortifruti,2024-05,148582.34,7.24,10757.36,2.0
U006,Hortifruti,2024-06,184540.32,5.43,10020.54,2.0
U006,Hortifruti,2024-07,180525.73,6.6,11914.7,2.0
U006,Hortifruti,2024-08,176132.5,5.25,9246.96,2.0
U006,Hortifruti,2024-09,151135.88,5.76,8705.43,2.0
U006,Hortifruti,2024-10,158931.97,4.83,7676.41,2.0
U006,Hortifruti,2024-11,170467.53,4.31,7347.15,2.0
U006,Hortifruti,2024-12,157977.81,4.15,6556.08,2.0
U006,Hortifruti,2025-01,180564.48,3.9,7042.01,2.0
U006,Hortifruti,2025-02,182600.23,3.52,6427.53,2.0
U006,Hortifruti,2025-03,147566.36,3.53,5209.09,2.0
U006,Hortifruti,2025-04,157056.98,4.1,6439.34,2.0
U006,Hortifruti,2025-05,190290.1,3.84,7307.14,2.0
U006,Hortifruti,2025-06,152902.09,3.52,5382.15,2.0
U006,Açougue,2023-06,150702.21,6.4,9644.94,2.0
U006,Açougue,2023-07,189029.96,7.14,13496.74,2.0
U006,Açougue,2023-08,168977.17,6.38,10780.74,2.0
U006,Açougue,2023-09,188043.13,5.68,10680.85,2.0
U006,Açougue,2023-10,178020.85,5.76,10254.0,2.0
U006,Açougue,2023-11,157113.47,5.02,7887.1,2.0
U006,Açougue,2023-12,182420.11,4.72,8610.23,2.0
U006,Açougue,2024-01,153156.56,5.35,8193.88,2.0
U006,Açougue,2024-02,159414.69,5.66,9022.87,2.0
U006,Açougue,2024-03,153721.02,4.79,7363.24,2.0
U006,Açougue,2024-04,188891.83,4.41,8330.13,2.0
U006,Açougue,2024-05,154343.89,4.34,6698.52,2.0
U006,Açougue,2024-06,162072.01,4.38,7098.75,2.0
U006,Açougue,2024-07,151585.79,4.72,7154.85,2.0
U006,Açougue,2024-08,148638.15,4.61,6852.22,2.0
U006,Açougue,2024-09,180082.97,4.32,7779.58,2.0
U006,Açougue,2024-10,170269.13,3.36,5721.04,2.0
U006,Açougue,2024-11,158972.22,3.28,5214.29,2.0
U006,Açougue,2024-12,164448.68,3.03,4982.8,2.0
U006,Açougue,2025-01,197044.4,3.62,7133.01,2.0
U006,Açougue,2025-02,150731.91,3.36,5064.59,2.0
U006,Açougue,2025-03,191804.54,2.63,5044.46,2.0
U006,Açougue,2025-04,183075.75,2.28,4174.13,2.0
U006,Açougue,2025-05,196043.89,2.3,4509.01,2.0
U006,Açougue,2025-06,187218.33,1.94,3632.04,2.0
U006,Padaria,2023-06,152921.66,7.14,10918.61,2.0
U006,Padaria,2023-07,188515.44,6.21,11706.81,2.0
U006,Padaria,2023-08,155270.78,7.15,11101.86,2.0
U006,Padaria,2023-09,192616.19,6.76,13020.85,2.0
U006,Padaria,2023-10,175097.48,6.12,10715.97,2.0
U006,Padaria,2023-11,154978.11,5.78,8957.73,2.0
U006,Padaria,2023-12,182311.8,6.79,12378.97,2.0
U006,Padaria,2024-01,149790.86,5.53,8283.43,2.0
U006,Padaria,2024-02,177011.44,5.15,9116.09,2.0
U006,Padaria,2024-03,159799.98,5.66,9044.68,2.0
U006,Padaria,2024-04,177210.86,4.99,8842.82,2.0
U006,Padaria,2024-05,187452.88,5.59,10478.62,2.0
U006,Padaria,2024-06,156117.81,5.19,8102.51,2.0
U006,Padaria,2024-07,183396.78,4.23,7757.68,2.0
U006,Padaria,2024-08,182828.02,4.53,8282.11,2.0
U006,Padaria,2024-09,187404.71,3.86,7233.82,2.0
U006,Padaria,2024-10,189012.41,4.04,7636.1,2.0
U006,Padaria,2024-11,171069.45,4.49,7681.02,2.0
U006,Padaria,2024-12,192525.39,3.28,6314.83,2.0
U006,Padaria,2025-01,190560.7,3.62,6898.3,2.0
U006,Padaria,2025-02,155282.68,3.2,4969.05,2.0
U006,Padaria,2025-03,164593.76,3.56,5859.54,2.0
U006,Padaria,2025-04,164802.79,2.73,4499.12,2.0
U006,Padaria,2025-05,145952.89,2.91,4247.23,2.0
U006,Padaria,2025-06,168639.47,2.64,4452.08,2.0
U006,Frios e Laticínios,2023-06,151925.41,6.03,9161.1,2.0
U006,Frios e Laticínios,2023-07,187707.54,6.21,11656.64,2.0
U006,Frios e Laticínios,2023-08,162221.77,6.3,10219.97,2.0
U006,Frios e Laticínios,2023-09,165328.58,5.86,9688.25,2.0
U006,Frios e Laticínios,2023-10,148862.13,5.75,8559.57,2.0
U006,Frios e Laticínios,2023-11,194779.82,5.77,11238.8,2.0
U006,Frios e Laticínios,2023-12,172113.29,5.02,8640.09,2.0
U006,Frios e Laticínios,2024-01,173348.47,4.91,8511.41,2.0
U006,Frios e Laticínios,2024-02,195467.64,4.02,7857.8,2.0
U006,Frios e Laticínios,2024-03,155094.54,4.16,6451.93,2.0
U006,Frios e Laticínios,2024-04,158594.99,3.85,6105.91,2.0
U006,Frios e Laticínios,2024-05,147260.93,4.61,6788.73,2.0
U006,Frios e Laticínios,2024-06,181661.17,3.56,6467.14,2.0
U006,Frios e Laticínios,2024-07,146623.92,3.53,5175.82,2.0
U006,Frios e Laticínios,2024-08,175361.96,3.84,6733.9,2.0
U006,Frios e Laticínios,2024-09,181850.33,3.59,6528.43,2.0
U006,Frios e Laticínios,2024-10,190432.77,2.99,5693.94,2.0
U006,Frios e Laticínios,2024-11,148037.35,3.45,5107.29,2.0
U006,Frios e Laticínios,2024-12,171099.01,2.73,4671.0,2.0
U006,Frios e Laticínios,2025-01,160094.89,2.91,4658.76,2.0
U006,Frios e Laticínios,2025-02,166576.31,2.44,4064.46,2.0
U006,Frios e Laticínios,2025-03,176150.34,2.31,4069.07,2.0
U006,Frios e Laticínios,2025-04,153285.63,2.69,4123.38,2.0
U006,Frios e Laticínios,2025-05,184109.75,2.31,4252.94,2.0
U006,Frios e Laticínios,2025-06,188195.0,1.89,3556.89,2.0
U006,Mercearia,2023-06,165706.87,2.26,3744.98,2.0
U006,Mercearia,2023-07,188900.02,1.9,3589.1,2.0
U006,Mercearia,2023-08,166061.15,1.91,3171.77,2.0
U006,Mercearia,2023-09,185669.51,2.08,3861.93,2.0
U006,Mercearia,2023-10,158076.54,1.7,2687.3,2.0
U006,Mercearia,2023-11,168115.64,1.64,2757.1,2.0
U006,Mercearia,2023-12,187082.32,1.92,3591.98,2.0
U006,Mercearia,2024-01,187630.79,1.82,3414.88,2.0
U006,Mercearia,2024-02,148468.45,1.73,2568.5,2.0
U006,Mercearia,2024-03,194975.71,1.52,2963.63,2.0
U006,Mercearia,2024-04,158534.63,1.65,2615.82,2.0
U006,Mercearia,2024-05,178252.62,1.37,2442.06,2.0
U006,Mercearia,2024-06,173012.49,1.3,2249.16,2.0
U006,Mercearia,2024-07,167984.94,1.13,1898.23,2.0
U006,Mercearia,2024-08,146785.44,1.24,1820.14,2.0
U006,Mercearia,2024-09,195584.37,1.06,2073.19,2.0
U006,Mercearia,2024-10,193899.5,1.23,2384.96,2.0
U006,Mercearia,2024-11,187333.81,1.12,2098.14,2.0
U006,Mercearia,2024-12,191210.17,1.14,2179.8,2.0
U006,Mercearia,2025-01,178709.54,0.84,1501.16,2.0
U006,Mercearia,2025-02,180605.43,0.85,1535.15,2.0
U006,Mercearia,2025-03,173601.66,0.8,1388.81,2.0
U006,Mercearia,2025-04,177664.69,0.91,1616.75,2.0
U006,Mercearia,2025-05,172472.83,0.7,1207.31,2.0
U006,Mercearia,2025-06,194615.96,0.69,1342.85,2.0
U006,Bebidas,2023-06,161421.18,1.4,2259.9,2.0
U006,Bebidas,2023-07,151905.32,1.52,2308.96,2.0
U006,Bebidas,2023-08,194884.36,1.46,2845.31,2.0
U006,Bebidas,2023-09,159518.31,1.38,2201.35,2.0
U006,Bebidas,2023-10,173168.48,1.32,2285.82,2.0
U006,Bebidas,2023-11,152087.32,1.16,1764.21,2.0
U006,Bebidas,2023-12,160813.69,1.12,1801.11,2.0
U006,Bebidas,2024-01,160541.51,1.18,1894.39,2.0
U006,Bebidas,2024-02,150232.14,1.08,1622.51,2.0
U006,Bebidas,2024-03,188901.29,1.15,2172.36,2.0
U006,Bebidas,2024-04,175037.79,1.13,1977.93,2.0
U006,Bebidas,2024-05,156061.3,1.1,1716.67,2.0
U006,Bebidas,2024-06,169416.86,1.08,1829.7,2.0
U006,Bebidas,2024-07,177229.7,0.99,1754.57,2.0
U006,Bebidas,2024-08,161683.09,0.92,1487.48,2.0
U006,Bebidas,2024-09,157109.86,0.82,1288.3,2.0
U006,Bebidas,2024-10,165420.26,0.85,1406.07,2.0
U006,Bebidas,2024-11,146325.16,0.83,1214.5,2.0
U006,Bebidas,2024-12,190038.78,0.73,1387.28,2.0
U006,Bebidas,2025-01,174342.16,0.67,1168.09,2.0
U006,Bebidas,2025-02,160362.17,0.69,1106.5,2.0
U006,Bebidas,2025-03,160911.65,0.74,1190.75,2.0
U006,Bebidas,2025-04,153869.14,0.66,1015.54,2.0
U006,Bebidas,2025-05,190522.61,0.49,933.56,2.0
U006,Bebidas,2025-06,148903.72,0.52,774.3,2.0
U006,Congelados,2023-06,168337.57,2.9,4881.79,2.0
U006,Congelados,2023-07,151332.56,3.12,4721.58,2.0
U006,Congelados,2023-08,195049.96,2.6,5071.3,2.0
U006,Congelados,2023-09,153661.11,2.95,4533.0,2.0
U006,Congelados,2023-10,163840.5,2.54,4161.55,2.0
U006,Congelados,2023-11,177409.54,2.73,4843.28,2.0
U006,Congelados,2023-12,187947.1,2.78,5224.93,2.0
U006,Congelados,2024-01,183708.0,2.44,4482.48,2.0
U006,Congelados,2024-02,184784.27,2.52,4656.56,2.0
U006,Congelados,2024-03,186082.74,2.25,4186.86,2.0
U006,Congelados,2024-04,192756.24,2.32,4471.94,2.0
U006,Congelados,2024-05,190499.62,1.87,3562.34,2.0
U006,Congelados,2024-06,185091.98,1.72,3183.58,2.0
U006,Congelados,2024-07,171319.71,1.99,3409.26,2.0
U006,Congelados,2024-08,175129.32,2.12,3712.74,2.0
U006,Congelados,2024-09,186018.14,1.74,3236.72,2.0
U006,Congelados,2024-10,176948.59,1.89,3344.33,2.0
U006,Congelados,2024-11,168974.57,1.56,2636.0,2.0
U006,Congelados,2024-12,182900.27,1.52,2780.08,2.0
U006,Congelados,2025-01,165806.63,1.37,2271.55,2.0
U006,Congelados,2025-02,165488.62,1.4,2316.84,2.0
U006,Congelados,2025-03,186192.58,1.22,2271.55,2.0
U006,Congelados,2025-04,171405.42,1.34,2296.83,2.0
U006,Congelados,2025-05,155188.02,1.11,1722.59,2.0
U006,Congelados,2025-06,153170.95,0.99,1516.39,2.0
U007,Hortifruti,2023-06,351248.47,9.2,32314.86,2.0
U007,Hortifruti,2023-07,386073.78,7.67,29611.86,2.0
U007,Hortifruti,2023-08,378177.25,8.06,30481.09,2.0
U007,Hortifruti,2023-09,390044.22,9.11,35533.03,2.0
U007,Hortifruti,2023-10,335291.72,7.31,24509.82,2.0
U007,Hortifruti,2023-11,292528.35,8.74,25566.98,2.0
U007,Hortifruti,2023-12,349536.14,6.51,22754.8,2.0
U007,Hortifruti,2024-01,386089.22,7.29,28145.9,2.0
U007,Hortifruti,2024-02,346817.1,7.63,26462.14,2.0
U007,Hortifruti,2024-03,344651.79,7.82,26951.77,2.0
U007,Hortifruti,2024-04,361909.15,6.6,23886.0,2.0
U007,Hortifruti,2024-05,328221.81,6.11,20054.35,2.0
U007,Hortifruti,2024-06,327542.41,6.25,20471.4,2.0
U007,Hortifruti,2024-07,361009.08,6.61,23862.7,2.0
U007,Hortifruti,2024-08,301607.96,5.63,16980.53,2.0
U007,Hortifruti,2024-09,332663.35,5.14,17098.9,2.0
U007,Hortifruti,2024-10,350474.21,5.19,18189.61,2.0
U007,Hortifruti,2024-11,390631.3,5.41,21133.15,2.0
U007,Hortifruti,2024-12,336702.52,4.59,15454.65,2.0
U007,Hortifruti,2025-01,393887.07,4.53,17843.08,2.0
U007,Hortifruti,2025-02,345957.13,3.93,13596.12,2.0
U007,Hortifruti,2025-03,308988.58,4.25,13132.01,2.0
U007,Hortifruti,2025-04,392066.75,3.44,13487.1,2.0
U007,Hortifruti,2025-05,344152.49,3.73,12836.89,2.0
U007,Hortifruti,2025-06,383435.42,2.78,10659.5,2.0
U007,Açougue,2023-06,375828.48,6.87,25819.42,2.0
U007,Açougue,2023-07,382780.48,7.25,27751.58,2.0
U007,Açougue,2023-08,307515.39,6.0,18450.92,2.0
U007,Açougue,2023-09,344050.92,5.6,19266.85,2.0
U007,Açougue,2023-10,310776.84,5.8,18025.06,2.0
U007,Açougue,2023-11,356238.67,5.08,18096.92,2.0
U007,Açougue,2023-12,327756.09,5.61,18387.12,2.0
U007,Açougue,2024-01,356898.42,6.05,21592.35,2.0
U007,Açougue,2024-02,333745.81,4.39,14651.44,2.0
U007,Açougue,2024-03,322979.02,5.34,17247.08,2.0
U007,Açougue,2024-04,291831.06,5.01,14620.74,2.0
U007,Açougue,2024-05,378050.53,4.3,16256.17,2.0
U007,Açougue,2024-06,360148.09,4.5,16206.66,2.0
U007,Açougue,2024-07,342637.16,3.83,13123.0,2.0
U007,Açougue,2024-08,318790.48,4.1,13070.41,2.0
U007,Açougue,2024-09,346095.98,4.03,13947.67,2.0
U007,Açougue,2024-10,350516.68,4.23,14826.86,2.0
U007,Açougue,2024-11,303925.85,3.41,10363.87,2.0
U007,Açougue,2024-12,369548.15,2.99,11049.49,2.0
U007,Açougue,2025-01,301724.94,2.78,8387.95,2.0
U007,Açougue,2025-02,345170.93,2.68,9250.58,2.0
U007,Açougue,2025-03,354480.44,3.07,10882.55,2.0
U007,Açougue,2025-04,297817.57,2.87,8547.36,2.0
U007,Açougue,2025-05,370688.33,2.09,7747.39,2.0
U007,Açougue,2025-06,365018.51,2.15,7847.9,2.0
U007,Padaria,2023-06,308854.08,7.17,22144.84,2.0
U007,Padaria,2023-07,301658.3,6.79,20482.6,2.0
U007,Padaria,2023-08,351318.0,7.95,27929.78,2.0
U007,Padaria,2023-09,337697.67,6.58,22220.51,2.0
U007,Padaria,2023-10,297052.68,6.46,19189.6,2.0
U007,Padaria,2023-11,351359.53,7.24,25438.43,2.0
U007,Padaria,2023-12,336648.8,7.15,24070.39,2.0
U007,Padaria,2024-01,317073.88,6.3,19975.65,2.0
U007,Padaria,2024-02,387170.39,5.07,19629.54,2.0
U007,Padaria,2024-03,323807.33,6.28,20335.1,2.0
U007,Padaria,2024-04,375349.59,6.12,22971.39,2.0
U007,Padaria,2024-05,353405.4,4.96,17528.91,2.0
U007,Padaria,2024-06,342399.62,5.76,19722.22,2.0
U007,Padaria,2024-07,316415.44,5.51,17434.49,2.0
U007,Padaria,2024-08,365327.91,4.5,16439.76,2.0
U007,Padaria,2024-09,323227.67,4.08,13187.69,2.0
U007,Padaria,2024-10,341251.5,4.73,16141.2,2.0
U007,Padaria,2024-11,316463.07,4.4,13924.38,2.0
U007,Padaria,2024-12,328292.17,3.47,11391.74,2.0
U007,Padaria,2025-01,391359.17,3.3,12914.85,2.0
U007,Padaria,2025-02,349186.36,3.22,11243.8,2.0
U007,Padaria,2025-03,346328.62,2.86,9905.0,2.0
U007,Padaria,2025-04,332900.17,2.93,9753.97,2.0
U007,Padaria,2025-05,304109.74,2.46,7481.1,2.0
U007,Padaria,2025-06,327556.89,2.88,9433.64,2.0
U007,Frios e Laticínios,2023-06,311094.39,5.54,17234.63,2.0
U007,Frios e Laticínios,2023-07,315823.68,5.46,17243.97,2.0
U007,Frios e Laticínios,2023-08,359753.94,4.88,17555.99,2.0
U007,Frios e Laticínios,2023-09,307463.32,5.25,16141.82,2.0
U007,Frios e Laticínios,2023-10,300956.36,5.68,17094.32,2.0
U007,Frios e Laticínios,2023-11,377315.1,4.83,18224.32,2.0
U007,Frios e Laticínios,2023-12,337026.04,4.46,15031.36,2.0
U007,Frios e Laticínios,2024-01,374222.36,5.35,20020.9,2.0
U007,Frios e Laticínios,2024-02,327728.78,4.22,13830.15,2.0
U007,Frios e Laticínios,2024-03,330194.77,4.84,15981.43,2.0
U007,Frios e Laticínios,2024-04,312828.92,4.98,15578.88,2.0
U007,Frios e Laticínios,2024-05,343353.91,4.78,16412.32,2.0
U007,Frios e Laticínios,2024-06,337991.19,3.72,12573.27,2.0
U007,Frios e Laticínios,2024-07,364094.38,3.46,12597.67,2.0
U007,Frios e Laticínios,2024-08,383960.64,3.46,13285.04,2.0
U007,Frios e Laticínios,2024-09,329279.56,3.66,12051.63,2.0
U007,Frios e Laticínios,2024-10,353986.66,3.14,11115.18,2.0
U007,Frios e Laticínios,2024-11,381160.16,2.96,11282.34,2.0
U007,Frios e Laticínios,2024-12,344197.17,2.73,9396.58,2.0
U007,Frios e Laticínios,2025-01,319242.08,2.95,9417.64,2.0
U007,Frios e Laticínios,2025-02,331009.81,2.97,9830.99,2.0
U007,Frios e Laticínios,2025-03,349818.61,2.71,9480.08,2.0
U007,Frios e Laticínios,2025-04,331536.15,2.29,7592.18,2.0
U007,Frios e Laticínios,2025-05,309639.14,1.98,6130.85,2.0
U007,Frios e Laticínios,2025-06,324449.54,2.32,7527.23,2.0
U007,Mercearia,2023-06,302636.02,2.1,6355.36,2.0
U007,Mercearia,2023-07,328609.6,1.98,6506.47,2.0
U007,Mercearia,2023-08,321972.89,1.89,6085.29,2.0
U007,Mercearia,2023-09,323445.18,1.6,5175.12,2.0
U007,Mercearia,2023-10,304402.21,1.64,4992.2,2.0
U007,Mercearia,2023-11,320471.73,1.84,5896.68,2.0
U007,Mercearia,2023-12,384917.79,1.63,6274.16,2.0
U007,Mercearia,2024-01,382226.33,1.75,6688.96,2.0
U007,Mercearia,2024-02,305022.98,1.74,5307.4,2.0
U007,Mercearia,2024-03,294470.48,1.41,4152.03,2.0
U007,Mercearia,2024-04,359685.65,1.54,5539.16,2.0
U007,Mercearia,2024-05,333864.41,1.34,4473.78,2.0
U007,Mercearia,2024-06,363351.29,1.41,5123.25,2.0
U007,Mercearia,2024-07,378519.19,1.2,4542.23,2.0
U007,Mercearia,2024-08,356107.94,1.19,4237.68,2.0
U007,Mercearia,2024-09,303280.98,1.07,3245.11,2.0
U007,Mercearia,2024-10,366931.21,1.27,4660.03,2.0
U007,Mercearia,2024-11,295589.33,1.15,3399.28,2.0
U007,Mercearia,2024-12,308092.78,0.88,2711.22,2.0
U007,Mercearia,2025-01,322602.11,0.88,2838.9,2.0
U007,Mercearia,2025-02,295464.05,0.88,2600.08,2.0
U007,Mercearia,2025-03,357083.82,0.81,2892.38,2.0
U007,Mercearia,2025-04,377773.58,0.73,2757.75,2.0
U007,Mercearia,2025-05,365139.51,0.77,2811.57,2.0
U007,Mercearia,2025-06,336164.47,0.65,2185.07,2.0
U007,Bebidas,2023-06,327329.74,1.58,5171.81,2.0
U007,Bebidas,2023-07,377239.67,1.24,4677.77,2.0
U007,Bebidas,2023-08,320880.18,1.54,4941.55,2.0
U007,Bebidas,2023-09,379283.75,1.19,4513.48,2.0
U007,Bebidas,2023-10,296298.53,1.38,4088.92,2.0
U007,Bebidas,2023-11,302864.98,1.2,3634.38,2.0
U007,Bebidas,2023-12,313042.89,1.37,4288.69,2.0
U007,Bebidas,2024-01,368522.57,1.37,5048.76,2.0
U007,Bebidas,2024-02,362881.07,1.03,3737.68,2.0
U007,Bebidas,2024-03,368320.68,1.1,4051.53,2.0
U007,Bebidas,2024-04,320348.47,1.2,3844.18,2.0
U007,Bebidas,2024-05,388768.61,0.92,3576.67,2.0
U007,Bebidas,2024-06,387107.18,0.99,3832.36,2.0
U007,Bebidas,2024-07,367399.96,1.03,3784.22,2.0
U007,Bebidas,2024-08,356033.26,1.02,3631.54,2.0
U007,Bebidas,2024-09,297013.78,0.88,2613.72,2.0
U007,Bebidas,2024-10,335487.47,0.9,3019.39,2.0
U007,Bebidas,2024-11,386893.36,0.81,3133.84,2.0
U007,Bebidas,2024-12,369797.72,0.68,2514.62,2.0
U007,Bebidas,2025-01,363710.38,0.63,2291.38,2.0
U007,Bebidas,2025-02,318294.6,0.75,2387.21,2.0
U007,Bebidas,2025-03,391139.76,0.66,2581.52,2.0
U007,Bebidas,2025-04,347375.82,0.63,2188.47,2.0
U007,Bebidas,2025-05,297536.55,0.52,1547.19,2.0
U007,Bebidas,2025-06,333768.48,0.5,1668.84,2.0
U007,Congelados,2023-06,323371.14,2.73,8828.03,2.0
U007,Congelados,2023-07,364145.78,2.6,9467.79,2.0
U007,Congelados,2023-08,315895.47,2.98,9413.69,2.0
U007,Congelados,2023-09,344439.24,2.54,8748.76,2.0
U007,Congelados,2023-10,387686.76,2.63,10196.16,2.0
U007,Congelados,2023-11,322221.15,2.48,7991.08,2.0
U007,Congelados,2023-12,306022.77,2.8,8568.64,2.0
U007,Congelados,2024-01,325738.8,2.48,8078.32,2.0
U007,Congelados,2024-02,347821.05,2.57,8939.0,2.0
U007,Congelados,2024-03,308833.16,2.45,7566.41,2.0
U007,Congelados,2024-04,353007.42,2.3,8119.17,2.0
U007,Congelados,2024-05,370233.5,2.08,7700.86,2.0
U007,Congelados,2024-06,303203.48,2.23,6761.44,2.0
U007,Congelados,2024-07,328506.6,1.82,5978.82,2.0
U007,Congelados,2024-08,297634.13,1.7,5059.78,2.0
U007,Congelados,2024-09,311703.06,1.66,5174.27,2.0
U007,Congelados,2024-10,337510.44,1.8,6075.19,2.0
U007,Congelados,2024-11,324802.7,1.43,4644.68,2.0
U007,Congelados,2024-12,328763.23,1.52,4997.2,2.0
U007,Congelados,2025-01,298815.6,1.31,3914.48,2.0
U007,Congelados,2025-02,393476.02,1.17,4603.67,2.0
U007,Congelados,2025-03,300065.67,1.39,4170.91,2.0
U007,Congelados,2025-04,392250.86,1.29,5060.04,2.0
U007,Congelados,2025-05,302619.68,1.15,3480.13,2.0
U007,Congelados,2025-06,336093.29,1.05,3528.98,2.0
U008,Hortifruti,2023-06,173643.69,8.16,14169.33,2.0
U008,Hortifruti,2023-07,193005.77,7.46,14398.23,2.0
U008,Hortifruti,2023-08,177998.28,8.88,15806.25,2.0
U008,Hortifruti,2023-09,179276.77,9.35,16762.38,2.0
U008,Hortifruti,2023-10,158365.12,7.43,11766.53,2.0
U008,Hortifruti,2023-11,147137.24,6.94,10211.32,2.0
U008,Hortifruti,2023-12,188892.62,8.16,15413.64,2.0
U008,Hortifruti,2024-01,155266.36,6.85,10635.75,2.0
U008,Hortifruti,2024-02,189208.68,7.34,13887.92,2.0
U008,Hortifruti,2024-03,154377.9,7.68,11856.22,2.0
U008,Hortifruti,2024-04,188420.26,7.12,13415.52,2.0
U008,Hortifruti,2024-05,162514.64,6.78,11018.49,2.0
U008,Hortifruti,2024-06,188159.66,5.5,10348.78,2.0
U008,Hortifruti,2024-07,164667.04,5.52,9089.62,2.0
U008,Hortifruti,2024-08,164705.62,5.67,9338.81,2.0
U008,Hortifruti,2024-09,158025.24,5.88,9291.88,2.0
U008,Hortifruti,2024-10,174867.57,4.4,7694.17,2.0
U008,Hortifruti,2024-11,187872.05,5.04,9468.75,2.0
U008,Hortifruti,2024-12,192267.21,4.9,9421.09,2.0
U008,Hortifruti,2025-01,171139.53,4.95,8471.41,2.0
U008,Hortifruti,2025-02,153813.38,4.12,6337.11,2.0
U008,Hortifruti,2025-03,175600.26,3.65,6409.41,2.0
U008,Hortifruti,2025-04,181096.32,3.18,5758.86,2.0
U008,Hortifruti,2025-05,168506.83,3.05,5139.46,2.0
U008,Hortifruti,2025-06,150325.43,3.59,5396.68,2.0
U008,Açougue,2023-06,168317.28,5.6,9425.77,2.0
U008,Açougue,2023-07,182894.59,5.74,10498.15,2.0
U008,Açougue,2023-08,188956.62,5.23,9882.43,2.0
U008,Açougue,2023-09,186184.42,6.61,12306.79,2.0
U008,Açougue,2023-10,160281.78,5.67,9087.98,2.0
U008,Açougue,2023-11,172180.56,5.89,10141.43,2.0
U008,Açougue,2023-12,163131.53,5.32,8678.6,2.0
U008,Açougue,2024-01,179971.07,5.17,9304.5,2.0
U008,Açougue,2024-02,192205.68,5.59,10744.3,2.0
U008,Açougue,2024-03,160923.79,4.42,7112.83,2.0
U008,Açougue,2024-04,174687.78,4.66,8140.45,2.0
U008,Açougue,2024-05,155764.24,4.36,6791.32,2.0
U008,Açougue,2024-06,162361.44,3.84,6234.68,2.0
U008,Açougue,2024-07,195666.64,4.16,8139.73,2.0
U008,Açougue,2024-08,190221.52,4.53,8617.03,2.0
U008,Açougue,2024-09,195179.21,4.41,8607.4,2.0
U008,Açougue,2024-10,187430.47,3.82,7159.84,2.0
U008,Açougue,2024-11,180502.94,3.04,5487.29,2.0
U008,Açougue,2024-12,160990.56,3.44,5538.08,2.0
U008,Açougue,2025-01,194715.95,3.22,6269.85,2.0
U008,Açougue,2025-02,179006.97,2.96,5298.61,2.0
U008,Açougue,2025-03,163375.31,2.63,4296.77,2.0
U008,Açougue,2025-04,147146.14,2.93,4311.38,2.0
U008,Açougue,2025-05,180618.02,2.22,4009.72,2.0
U008,Açougue,2025-06,150096.34,2.24,3362.16,2.0
U008,Padaria,2023-06,164846.22,7.86,12956.91,2.0
U008,Padaria,2023-07,167127.95,7.47,12484.46,2.0
U008,Padaria,2023-08,174761.91,7.16,12512.95,2.0
U008,Padaria,2023-09,151590.18,6.68,10126.22,2.0
U008,Padaria,2023-10,191485.37,6.05,11584.86,2.0
U008,Padaria,2023-11,151488.26,6.58,9967.93,2.0
U008,Padaria,2023-12,158750.89,6.96,11049.06,2.0
U008,Padaria,2024-01,173011.33,5.34,9238.81,2.0
U008,Padaria,2024-02,170877.12,5.44,9295.72,2.0
U008,Padaria,2024-03,157365.65,5.76,9064.26,2.0
U008,Padaria,2024-04,151526.63,5.59,8470.34,2.0
U008,Padaria,2024-05,175977.73,5.29,9309.22,2.0
U008,Padaria,2024-06,166698.49,4.42,7368.07,2.0
U008,Padaria,2024-07,168318.55,4.24,7136.71,2.0
U008,Padaria,2024-08,174028.94,5.16,8979.89,2.0
U008,Padaria,2024-09,184640.6,4.74,8751.96,2.0
U008,Padaria,2024-10,196662.39,3.76,7394.51,2.0
U008,Padaria,2024-11,150964.79,4.32,6521.68,2.0
U008,Padaria,2024-12,165872.37,4.22,6999.81,2.0
U008,Padaria,2025-01,195087.43,3.28,6398.87,2.0
U008,Padaria,2025-02,185570.4,3.5,6494.96,2.0
